subset	model	method	topk_detection_precision	topk_detection_recall	topk_detection_f1	topk_detection_hit_rate	conformal_detection_precision	conformal_detection_recall	conformal_detection_f1	conformal_detection_hit_rate	acc@1	acc@2	acc@3	mrr@3	tol_acc@1	tol_acc@2	tol_acc@3	tol_acc@4	tol_acc@5	auroc	auprc	n
arc	deepseek-8b	oat.s42	0.7917	0.8651	0.8103	0.8651	0.8050	0.8553	0.8141	0.8553	0.8158	0.8388	0.8651	0.8361	0.8553	0.8816	0.8947	0.9211	0.9243	0.7826	0.4270	304
arc	deepseek-8b	oat.s43	0.7928	0.8684	0.8120	0.8684	0.8073	0.8553	0.8165	0.8553	0.8191	0.8421	0.8684	0.8394	0.8553	0.8783	0.8914	0.9178	0.9243	0.8126	0.4648	304
arc	deepseek-8b	oat.s44	0.7906	0.8618	0.8087	0.8618	0.8095	0.8487	0.8171	0.8487	0.8158	0.8355	0.8618	0.8344	0.8586	0.8816	0.8947	0.9178	0.9211	0.7682	0.4126	304
arc	deepseek-8b	oat.s45	0.7917	0.8651	0.8103	0.8651	0.8142	0.8520	0.8220	0.8520	0.8257	0.8421	0.8651	0.8416	0.8618	0.8849	0.8980	0.9211	0.9309	0.8057	0.4559	304
arc	deepseek-8b	oat.s46	0.7917	0.8651	0.8103	0.8651	0.8065	0.8520	0.8145	0.8520	0.8158	0.8421	0.8651	0.8366	0.8520	0.8783	0.8914	0.9178	0.9243	0.7819	0.4218	304
arc	deepseek-8b	stepfinder.s42	0.4062	0.8421	0.5466	0.8421					0.4375	0.8092	0.8421	0.6343	0.8651	0.9145	0.9375	0.9408	0.9539	0.8388	0.5178	304
arc	deepseek-8b	stepfinder.s43	0.4161	0.8717	0.5614	0.8717					0.1711	0.8322	0.8717	0.5148	0.8651	0.8947	0.9211	0.9309	0.9539	0.7834	0.3343	304
arc	deepseek-8b	stepfinder.s44	0.3997	0.8224	0.5367	0.8224					0.3816	0.8059	0.8224	0.5992	0.7993	0.9079	0.9112	0.9539	0.9638	0.7915	0.4749	304
arc	deepseek-8b	stepfinder.s45	0.3975	0.8158	0.5334	0.8158					0.4342	0.8059	0.8158	0.6234	0.8158	0.8783	0.9276	0.9408	0.9671	0.8143	0.5301	304
arc	deepseek-8b	stepfinder.s46	0.3997	0.8224	0.5367	0.8224					0.4934	0.7993	0.8224	0.6541	0.8388	0.8816	0.9145	0.9342	0.9507	0.8299	0.6081	304
arc	qwen3-embedding-0.6b	stepfinder.s42	0.3997	0.8224	0.5367	0.8224					0.4013	0.8125	0.8224	0.6102	0.8388	0.8586	0.8849	0.9013	0.9375	0.8168	0.4901	304
arc	qwen3-embedding-0.6b	stepfinder.s43	0.4084	0.8487	0.5499	0.8487					0.3487	0.8289	0.8487	0.5954	0.8355	0.8520	0.9112	0.9309	0.9671	0.8094	0.3962	304
arc	qwen3-embedding-0.6b	stepfinder.s44	0.4095	0.8520	0.5515	0.8520					0.5526	0.8421	0.8520	0.7007	0.8487	0.8651	0.9243	0.9375	0.9605	0.8523	0.6325	304
arc	qwen3-embedding-0.6b	stepfinder.s45	0.4084	0.8487	0.5499	0.8487					0.4079	0.8257	0.8487	0.6245	0.8289	0.8618	0.9013	0.9112	0.9572	0.8138	0.4314	304
arc	qwen3-embedding-0.6b	stepfinder.s46	0.4052	0.8388	0.5450	0.8388					0.4967	0.8026	0.8388	0.6617	0.8289	0.8553	0.8882	0.9046	0.9408	0.8258	0.5539	304
arc	qwen3.5-9b	oat.s42	0.7840	0.8421	0.7988	0.8421	0.8137	0.8421	0.8194	0.8421	0.8224	0.8421	0.8421	0.8322	0.8553	0.8783	0.8980	0.9112	0.9211	0.6450	0.3110	304
arc	qwen3.5-9b	oat.s43	0.7851	0.8454	0.8004	0.8454	0.8126	0.8388	0.8178	0.8388	0.8224	0.8388	0.8454	0.8328	0.8454	0.8684	0.8849	0.8980	0.9145	0.6540	0.3169	304
arc	qwen3.5-9b	oat.s44	0.7884	0.8553	0.8054	0.8553	0.8155	0.8586	0.8242	0.8586	0.8257	0.8454	0.8553	0.8388	0.8553	0.8783	0.8947	0.9079	0.9178	0.6667	0.3336	304
arc	qwen3.5-9b	oat.s45	0.7873	0.8520	0.8037	0.8520	0.8120	0.8520	0.8200	0.8520	0.8257	0.8454	0.8520	0.8377	0.8520	0.8783	0.8947	0.9112	0.9211	0.6539	0.3165	304
arc	qwen3.5-9b	oat.s46	0.7873	0.8520	0.8037	0.8520	0.8174	0.8355	0.8214	0.8355	0.8257	0.8421	0.8520	0.8372	0.8487	0.8783	0.8947	0.9079	0.9211	0.7058	0.3630	304
arc	qwen3.5-9b	stepfinder.s42	0.3997	0.8224	0.5367	0.8224					0.3487	0.8125	0.8224	0.5839	0.8125	0.8322	0.8553	0.8684	0.8914	0.7734	0.3977	304
arc	qwen3.5-9b	stepfinder.s43	0.3975	0.8158	0.5334	0.8158					0.2895	0.8026	0.8158	0.5504	0.8158	0.8586	0.8750	0.8914	0.9112	0.7650	0.3749	304
arc	qwen3.5-9b	stepfinder.s44	0.4008	0.8257	0.5384	0.8257					0.3520	0.8191	0.8257	0.5877	0.8059	0.8618	0.8684	0.8816	0.8882	0.7727	0.3916	304
arc	qwen3.5-9b	stepfinder.s45	0.4073	0.8454	0.5482	0.8454					0.3388	0.8158	0.8454	0.5872	0.8125	0.8586	0.8882	0.9145	0.9507	0.7869	0.3752	304
arc	qwen3.5-9b	stepfinder.s46	0.4030	0.8322	0.5417	0.8322					0.3158	0.8191	0.8322	0.5718	0.8224	0.8388	0.8618	0.8849	0.8947	0.7706	0.3786	304
gaia	deepseek-8b	oat.s42	0.3867	0.6800	0.4600	0.6800	0.3375	0.5800	0.3894	0.5800	0.4400	0.5200	0.6800	0.5333	0.5400	0.6400	0.7000	0.7800	0.8200	0.7632	0.2257	50
gaia	deepseek-8b	oat.s43	0.4200	0.7800	0.5100	0.7800	0.3597	0.6000	0.4114	0.6000	0.4400	0.6200	0.7800	0.5833	0.5400	0.6400	0.7000	0.7800	0.8200	0.7833	0.2503	50
gaia	deepseek-8b	oat.s44	0.4000	0.7200	0.4800	0.7200	0.3613	0.5800	0.4113	0.5800	0.4800	0.5800	0.7200	0.5767	0.6200	0.7200	0.7800	0.8200	0.8600	0.7644	0.2514	50
gaia	deepseek-8b	oat.s45	0.4000	0.7200	0.4800	0.7200	0.3980	0.6200	0.4470	0.6200	0.4600	0.6400	0.7200	0.5767	0.5800	0.6800	0.7200	0.7800	0.8200	0.7656	0.2347	50
gaia	deepseek-8b	oat.s46	0.4067	0.7400	0.4900	0.7400	0.3782	0.6800	0.4391	0.6800	0.4000	0.6200	0.7400	0.5500	0.5600	0.7000	0.7400	0.8000	0.8400	0.7796	0.2319	50
gaia	deepseek-8b	stepfinder.s42	0.1933	0.4600	0.2700	0.4600					0.1800	0.3800	0.4600	0.3067	0.4400	0.6200	0.6600	0.6800	0.7000	0.6596	0.2437	50
gaia	deepseek-8b	stepfinder.s43	0.1733	0.4000	0.2400	0.4000					0.0800	0.3400	0.4000	0.2300	0.4200	0.5400	0.6000	0.6000	0.6000	0.6928	0.2349	50
gaia	deepseek-8b	stepfinder.s44	0.2133	0.5200	0.3000	0.5200					0.2800	0.4600	0.5200	0.3900	0.4600	0.6400	0.7200	0.7800	0.8000	0.7113	0.3902	50
gaia	deepseek-8b	stepfinder.s45	0.2267	0.5600	0.3200	0.5600					0.2400	0.5000	0.5600	0.3900	0.4800	0.6000	0.7000	0.7000	0.7000	0.6893	0.2748	50
gaia	deepseek-8b	stepfinder.s46	0.2000	0.4800	0.2800	0.4800					0.3200	0.4200	0.4800	0.3900	0.5000	0.6000	0.6600	0.6800	0.7000	0.6782	0.3953	50
gaia	qwen3-embedding-0.6b	stepfinder.s42	0.2000	0.4800	0.2800	0.4800					0.3000	0.3800	0.4800	0.3733	0.4000	0.4800	0.5800	0.6600	0.7600	0.6469	0.3987	50
gaia	qwen3-embedding-0.6b	stepfinder.s43	0.1867	0.4400	0.2600	0.4400					0.2000	0.3000	0.4400	0.2967	0.4000	0.4400	0.5400	0.5800	0.6600	0.6610	0.3299	50
gaia	qwen3-embedding-0.6b	stepfinder.s44	0.1733	0.4000	0.2400	0.4000					0.3000	0.3200	0.4000	0.3367	0.4200	0.4600	0.5400	0.6000	0.6200	0.5896	0.3754	50
gaia	qwen3-embedding-0.6b	stepfinder.s45	0.1933	0.4600	0.2700	0.4600					0.3200	0.4200	0.4600	0.3833	0.4200	0.5000	0.5800	0.6000	0.6200	0.6084	0.3809	50
gaia	qwen3-embedding-0.6b	stepfinder.s46	0.1800	0.4200	0.2500	0.4200					0.2600	0.2800	0.4200	0.3167	0.3600	0.4400	0.5800	0.6200	0.6600	0.6045	0.3653	50
gaia	qwen3.5-9b	oat.s42	0.4133	0.7600	0.5000	0.7600	0.4437	0.7000	0.4969	0.7000	0.4800	0.6600	0.7600	0.6033	0.6200	0.6800	0.7000	0.7800	0.8200	0.7737	0.2513	50
gaia	qwen3.5-9b	oat.s43	0.4133	0.7600	0.5000	0.7600	0.4263	0.6600	0.4788	0.6600	0.5200	0.7000	0.7600	0.6300	0.7000	0.7200	0.7400	0.8200	0.8600	0.7628	0.2614	50
gaia	qwen3.5-9b	oat.s44	0.4133	0.7600	0.5000	0.7600	0.3965	0.6600	0.4522	0.6600	0.5200	0.6800	0.7600	0.6267	0.6800	0.7200	0.7400	0.8200	0.8600	0.7825	0.2605	50
gaia	qwen3.5-9b	oat.s45	0.4133	0.7600	0.5000	0.7600	0.3765	0.6400	0.4331	0.6400	0.4800	0.6600	0.7600	0.6033	0.6200	0.6600	0.7000	0.7800	0.8200	0.7703	0.2572	50
gaia	qwen3.5-9b	oat.s46	0.4133	0.7600	0.5000	0.7600	0.4883	0.6600	0.5330	0.6600	0.5200	0.7200	0.7600	0.6333	0.6800	0.7200	0.7400	0.8200	0.8600	0.7889	0.2785	50
gaia	qwen3.5-9b	stepfinder.s42	0.2200	0.5400	0.3100	0.5400					0.3000	0.4800	0.5400	0.4100	0.4600	0.6600	0.7800	0.8000	0.8200	0.7413	0.3725	50
gaia	qwen3.5-9b	stepfinder.s43	0.2067	0.5000	0.2900	0.5000					0.3200	0.4800	0.5000	0.4067	0.4600	0.6800	0.7600	0.8000	0.8000	0.7332	0.4171	50
gaia	qwen3.5-9b	stepfinder.s44	0.2600	0.6600	0.3700	0.6600					0.4200	0.6200	0.6600	0.5333	0.6000	0.7800	0.8600	0.8800	0.8800	0.7780	0.4783	50
gaia	qwen3.5-9b	stepfinder.s45	0.1667	0.3800	0.2300	0.3800					0.1600	0.3400	0.3800	0.2633	0.4200	0.5600	0.6600	0.7000	0.7000	0.6814	0.2497	50
gaia	qwen3.5-9b	stepfinder.s46	0.2200	0.5400	0.3100	0.5400					0.3400	0.5200	0.5400	0.4367	0.5600	0.7200	0.8200	0.8200	0.8200	0.7399	0.3766	50
hotpot	deepseek-8b	oat.s42	0.2370	0.6557	0.3417	0.6557	0.3842	0.5657	0.4212	0.5657	0.4291	0.5450	0.6557	0.5239	0.5813	0.6626	0.7457	0.8270	0.8616	0.7457	0.2282	578
hotpot	deepseek-8b	oat.s43	0.2382	0.6592	0.3434	0.6592	0.3898	0.5813	0.4297	0.5813	0.4221	0.5588	0.6592	0.5239	0.5882	0.6696	0.7526	0.8270	0.8616	0.7481	0.2365	578
hotpot	deepseek-8b	oat.s44	0.2347	0.6488	0.3382	0.6488	0.3898	0.5484	0.4235	0.5484	0.4291	0.5519	0.6488	0.5228	0.5934	0.6678	0.7439	0.8114	0.8426	0.7389	0.2317	578
hotpot	deepseek-8b	oat.s45	0.2364	0.6540	0.3408	0.6540	0.3826	0.5260	0.4141	0.5260	0.4308	0.5484	0.6540	0.5248	0.5882	0.6626	0.7474	0.8235	0.8564	0.7370	0.2258	578
hotpot	deepseek-8b	oat.s46	0.2364	0.6540	0.3408	0.6540	0.3759	0.5865	0.4177	0.5865	0.4152	0.5571	0.6540	0.5185	0.5744	0.6557	0.7422	0.8166	0.8495	0.7452	0.2263	578
hotpot	deepseek-8b	stepfinder.s42	0.1543	0.4464	0.2287	0.4464					0.1090	0.2872	0.4464	0.2512	0.4412	0.6903	0.7561	0.8668	0.8962	0.7463	0.1698	578
hotpot	deepseek-8b	stepfinder.s43	0.2027	0.5917	0.3013	0.5917					0.1713	0.4464	0.5917	0.3573	0.6211	0.8166	0.8616	0.9014	0.9256	0.8034	0.2533	578
hotpot	deepseek-8b	stepfinder.s44	0.1658	0.4810	0.2460	0.4810					0.1920	0.3339	0.4810	0.3120	0.3910	0.7491	0.7889	0.8720	0.8979	0.6783	0.2330	578
hotpot	deepseek-8b	stepfinder.s45	0.1560	0.4516	0.2313	0.4516					0.1782	0.3218	0.4516	0.2933	0.4239	0.6782	0.8149	0.8737	0.9014	0.6819	0.2035	578
hotpot	deepseek-8b	stepfinder.s46	0.1745	0.5069	0.2589	0.5069					0.1817	0.3599	0.5069	0.3198	0.4862	0.7024	0.7924	0.8616	0.8997	0.7018	0.1951	578
hotpot	qwen3-embedding-0.6b	stepfinder.s42	0.1733	0.5035	0.2572	0.5035					0.2163	0.3789	0.5035	0.3391	0.4014	0.5934	0.7042	0.7768	0.8408	0.7252	0.2214	578
hotpot	qwen3-embedding-0.6b	stepfinder.s43	0.1733	0.5035	0.2572	0.5035					0.2076	0.3443	0.5035	0.3290	0.4273	0.6488	0.7820	0.8547	0.8962	0.7719	0.2207	578
hotpot	qwen3-embedding-0.6b	stepfinder.s44	0.1998	0.5830	0.2970	0.5830					0.3166	0.4740	0.5830	0.4317	0.5225	0.6367	0.7561	0.8045	0.8685	0.7648	0.3007	578
hotpot	qwen3-embedding-0.6b	stepfinder.s45	0.1848	0.5381	0.2745	0.5381					0.2855	0.4343	0.5381	0.3945	0.4585	0.6125	0.7145	0.7716	0.8374	0.7319	0.2519	578
hotpot	qwen3-embedding-0.6b	stepfinder.s46	0.1623	0.4706	0.2408	0.4706					0.2145	0.3547	0.4706	0.3232	0.3997	0.5900	0.6765	0.7439	0.8287	0.7156	0.2331	578
hotpot	qwen3.5-9b	oat.s42	0.2370	0.6557	0.3417	0.6557	0.4187	0.5813	0.4558	0.5813	0.4758	0.5657	0.6557	0.5507	0.6436	0.7249	0.8045	0.8460	0.8875	0.7115	0.2368	578
hotpot	qwen3.5-9b	oat.s43	0.2341	0.6471	0.3374	0.6471	0.4069	0.5796	0.4452	0.5796	0.4723	0.5727	0.6471	0.5473	0.6280	0.7076	0.7820	0.8235	0.8599	0.7079	0.2356	578
hotpot	qwen3.5-9b	oat.s44	0.2416	0.6696	0.3486	0.6696	0.4006	0.5917	0.4409	0.5917	0.4585	0.5657	0.6696	0.5467	0.6228	0.7197	0.8097	0.8547	0.8945	0.7181	0.2355	578
hotpot	qwen3.5-9b	oat.s45	0.2405	0.6661	0.3469	0.6661	0.4033	0.5882	0.4434	0.5882	0.4689	0.5692	0.6661	0.5513	0.6367	0.7215	0.8010	0.8408	0.8789	0.7164	0.2398	578
hotpot	qwen3.5-9b	oat.s46	0.2393	0.6626	0.3452	0.6626	0.4507	0.5381	0.4730	0.5381	0.4931	0.5779	0.6626	0.5637	0.6557	0.7301	0.8149	0.8512	0.8910	0.7192	0.2424	578
hotpot	qwen3.5-9b	stepfinder.s42	0.1791	0.5208	0.2659	0.5208					0.2734	0.4516	0.5208	0.3855	0.4291	0.5761	0.6367	0.6626	0.7163	0.6656	0.3282	578
hotpot	qwen3.5-9b	stepfinder.s43	0.1652	0.4792	0.2451	0.4792					0.2405	0.3962	0.4792	0.3460	0.3824	0.6107	0.6869	0.7612	0.8114	0.6480	0.2878	578
hotpot	qwen3.5-9b	stepfinder.s44	0.1716	0.4983	0.2546	0.4983					0.2734	0.4308	0.4983	0.3746	0.4152	0.5882	0.6332	0.6765	0.6938	0.6316	0.2923	578
hotpot	qwen3.5-9b	stepfinder.s45	0.1491	0.4308	0.2209	0.4308					0.1505	0.2855	0.4308	0.2664	0.3668	0.6159	0.7561	0.8201	0.8945	0.7066	0.2238	578
hotpot	qwen3.5-9b	stepfinder.s46	0.1785	0.5190	0.2650	0.5190					0.2837	0.4550	0.5190	0.3907	0.4256	0.5952	0.6488	0.6990	0.7370	0.6629	0.3149	578
math500	deepseek-8b	oat.s42	0.4830	0.7452	0.5488	0.7452	0.4669	0.5287	0.4798	0.5287	0.4650	0.6306	0.7452	0.5860	0.6688	0.7898	0.8662	0.9427	0.9554	0.5460	0.1997	157
math500	deepseek-8b	oat.s43	0.4873	0.7580	0.5552	0.7580	0.4657	0.5223	0.4776	0.5223	0.4713	0.6306	0.7580	0.5934	0.6624	0.7898	0.8662	0.9363	0.9490	0.5680	0.2093	157
math500	deepseek-8b	oat.s44	0.4915	0.7707	0.5616	0.7707	0.4619	0.5223	0.4749	0.5223	0.4713	0.6497	0.7707	0.6008	0.6752	0.7962	0.8662	0.9427	0.9554	0.5614	0.2048	157
math500	deepseek-8b	oat.s45	0.4851	0.7516	0.5520	0.7516	0.4600	0.5159	0.4720	0.5159	0.4586	0.6242	0.7516	0.5839	0.6433	0.7771	0.8599	0.9363	0.9490	0.5602	0.2048	157
math500	deepseek-8b	oat.s46	0.4851	0.7516	0.5520	0.7516	0.4606	0.5287	0.4758	0.5287	0.4650	0.6242	0.7516	0.5870	0.6497	0.7834	0.8599	0.9299	0.9490	0.5432	0.1999	157
math500	deepseek-8b	stepfinder.s42	0.2962	0.7134	0.4151	0.7134					0.1592	0.5796	0.7134	0.4140	0.6115	0.8535	0.8917	0.9299	0.9427	0.7416	0.3018	157
math500	deepseek-8b	stepfinder.s43	0.2983	0.7197	0.4183	0.7197					0.1592	0.6178	0.7197	0.4225	0.6497	0.8471	0.8917	0.9172	0.9363	0.7573	0.3218	157
math500	deepseek-8b	stepfinder.s44	0.3047	0.7389	0.4278	0.7389					0.3758	0.6624	0.7389	0.5446	0.6178	0.8153	0.8599	0.8854	0.9172	0.7670	0.4547	157
math500	deepseek-8b	stepfinder.s45	0.3004	0.7261	0.4214	0.7261					0.2994	0.5860	0.7261	0.4894	0.6178	0.8471	0.8917	0.9172	0.9427	0.7311	0.3135	157
math500	deepseek-8b	stepfinder.s46	0.3195	0.7834	0.4501	0.7834					0.3121	0.6433	0.7834	0.5244	0.6624	0.8344	0.8790	0.9045	0.9363	0.7633	0.3844	157
math500	qwen3-embedding-0.6b	stepfinder.s42	0.2877	0.6879	0.4023	0.6879					0.3758	0.6115	0.6879	0.5191	0.7006	0.8280	0.8662	0.9363	0.9618	0.7655	0.3930	157
math500	qwen3-embedding-0.6b	stepfinder.s43	0.3025	0.7325	0.4246	0.7325					0.2166	0.6115	0.7325	0.4544	0.6433	0.7516	0.8726	0.9236	0.9618	0.7603	0.3250	157
